Country,Countrycode,Currency,Continent,Subregion,Date,Population,N,LabShare,E,B,delta,XGDPnat2017,Knat2017,xnat2017,rhonat2017,knat2017,inat2017,cnat2017,rnat2017,wnat2017,XGDPnatcur,Knatcur,xnatcur,rhonatcur,knatcur,inatcur,cnatcur,rnatcur,wnatcur,XGDPppp2017,Kppp2017,xppp2017,rhoppp2017,kppp2017,ippp2017,cppp2017,rppp2017,wppp2017
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,1999,3558014,1400491,0.555,,240,0.03643107,1.26048E+12,5.96824E+12,900026.0505,0.21119787,4261529.965,149883.7671,750142.2834,0.057551982,499514.458,6.43863E+11,1.9238E+12,459740.767,0.334683744,1373657.298,69029.1581,390711.6089,0.112503196,255156.1257,4467861328,28762498047,3190.21,0.15534,20537.44,460.92,2729.29,0.03269,1770.57
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2000,3640427,1435663,0.555,,240,0.035815307,1.2847E+12,6.01383E+12,894850.6073,0.213624809,4188888.969,127294.9718,767555.6355,0.059247733,496642.0871,6.81242E+11,2.01215E+12,474513.8541,0.338564118,1401547.974,60860.49256,413653.3616,0.114845725,263355.189,4553728027,28950759766,3171.87,0.15729,20165.44,391.46,2780.41,0.03418,1760.39
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2001,3722018,1464465,0.555,,250,0.034790411,1.2928E+12,6.04543E+12,882781.8711,0.213847903,4128082.903,116134.6463,766647.2248,0.060371906,489943.9384,7.14689E+11,2.10956E+12,488020.287,0.338785279,1440500.275,57891.82896,430128.458,0.115969038,270851.2593,4582437988,29078015625,3129.09,0.15759,19855.73,357.14,2771.95,0.03534,1736.64
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2002,3802128,1493073,0.555,,250,0.033829919,1.28492E+12,6.06636E+12,860585.7746,0.211810459,4062999.426,106410.6771,754175.0976,0.060425735,477625.1049,7.22971E+11,2.15508E+12,484216.7634,0.335473356,1443383.671,53986.58467,430230.1787,0.115455724,268740.3037,4554486816,29154529297,3050.41,0.15622,19526.52,327.23,2723.18,0.03569,1692.98
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2003,3881181,1524491,0.555,,240,0.032776319,1.19431E+12,6.01166E+12,783415.0876,0.198665406,3943389.553,64478.12759,718936.96,0.055629787,434795.3736,6.93089E+11,2.20453E+12,454636.5806,0.314393288,1446075.974,33729.87791,420906.7027,0.107128695,252323.3023,4233317871,28864378906,2776.87,0.14666,18933.79,198.28,2578.59,0.03249,1541.16
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2004,3959875,1555317,0.555,,240,0.031542658,1.22737E+12,5.97483E+12,789144.0423,0.20542336,3841549.669,69064.79209,720079.2503,0.059870737,437974.9435,7.02023E+11,2.16414E+12,451369.435,0.324389058,1391444.697,35617.4613,415751.9737,0.112810473,250510.0364,4350502930,28675556641,2797.18,0.15171,18437.11,212.39,2584.79,0.03597,1552.44
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2005,4038382,1587740,0.555,,240,0.03065982,1.2566E+12,6.01156E+12,791441.0356,0.20903084,3786240.519,99325.81933,692115.2163,0.062358904,439249.7748,7.4521E+11,2.26315E+12,469352.7869,0.329280108,1425390.65,53119.54221,416233.2447,0.115869828,260490.7967,4454121582,28839785156,2805.32,0.15444,18164.05,305.45,2499.88,0.03807,1556.95
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2006,4118069,1617638,0.552,,260,0.0303115,1.31634E+12,6.06305E+12,813742.2217,0.217108792,3748085.071,108092.0349,705650.1867,0.066953238,449185.7064,8.03945E+11,2.51643E+12,496986.8209,0.319478501,1555618.981,60628.50377,436358.3172,0.112814868,274336.7252,4665868652,29082011719,2884.37,0.16044,17978.07,332.4,2551.97,0.04156,1592.17
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2007,4198010,1647689,0.552,,260,0.030318324,1.36941E+12,6.09721E+12,831106.4288,0.224595212,3700463.704,125686.3266,705420.1022,0.07030033,458770.7487,8.41079E+11,2.74125E+12,510459.7693,0.306823254,1663693.229,62962.72746,447497.0419,0.107138493,281773.7927,4853958984,29244978516,2945.92,0.16598,17749.09,386.51,2559.41,0.04404,1626.15
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2008,4273366,1675570,0.554,,260,0.030077299,1.40519E+12,6.1402E+12,838632.3527,0.228850431,3664543.464,116129.2501,722503.1026,0.071989993,464602.3234,9.10457E+11,3.11396E+12,543371.5831,0.292379079,1858448.921,70581.96079,472789.6223,0.10032377,301027.857,4980791016,29446917969,2972.6,0.16914,17574.27,357.12,2615.47,0.04536,1646.82
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2009,4337625,1693799,0.555,,260,0.029581912,1.4447E+12,6.19149E+12,852936.0796,0.233336943,3655383.791,111250.7669,741685.3127,0.074253028,473379.5242,9.72276E+11,3.354E+12,574020.879,0.289885358,1980165.134,75794.70146,498226.1775,0.099417072,318581.5878,5120856445,29682136719,3023.3,0.17252,17524,342.12,2681.18,0.04719,1677.93
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2010,4386768,1711069,0.553,,270,0.029450833,1.5116E+12,6.27159E+12,883426.8608,0.241024069,3665305.569,145022.1168,738404.744,0.078286926,488535.054,1.06014E+12,4.05397E+12,619578.7154,0.261506893,2369263.415,104360.5203,515218.1951,0.087442748,342627.0296,5357993652,30068904297,3131.37,0.17819,17573.17,445.97,2685.4,0.0502,1731.65
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2011,4418637,1715207,0.553,,290,0.029671087,1.57501E+12,6.31433E+12,918262.3747,0.249434193,3681381.308,110906.6158,807355.7588,0.081825997,507799.0932,1.1489E+12,4.25105E+12,669829.4332,0.270261611,2478448.307,91823.42053,578006.0127,0.091135853,370415.6766,5582740723,30268972656,3254.85,0.18444,17647.42,341.06,2913.79,0.05277,1799.93
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2012,4436416,1713442,0.552,,300,0.029441066,1.65461E+12,6.32446E+12,965662.982,0.261620423,3691084.101,86152.64451,879510.3375,0.087764883,533045.9661,1.28156E+12,4.47605E+12,747945.5339,0.286315179,2612315.338,81032.23312,666913.3008,0.098828134,412865.9347,5864879395,30312082031,3422.87,0.19348,17690.76,264.94,3157.93,0.05724,1889.42
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2013,4447944,1718528,0.595,,300,0.028838565,1.05246E+12,6.21391E+12,612421.0819,0.169372159,3615830.873,62796.05101,549625.0309,0.039757159,364390.5437,8.35453E+11,4.94506E+12,486144.7805,0.168947218,2877495.033,36535.3628,449609.4177,0.039585058,289256.1444,3730533936,29772273438,2170.77,0.1253,17324.29,193.11,1977.66,0.02191,1291.61
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2014,4464175,1718481,0.558,,300,0.027761772,1.05332E+12,6.26067E+12,612934.5213,0.168243227,3643145.306,120793.8387,492140.6826,0.046601734,342017.4629,9.35578E+11,5.63201E+12,544421.329,0.166117824,3277320.383,119722.6127,424698.7163,0.045662306,303787.1016,3733558350,29995556641,2172.59,0.12447,17454.7,371.47,1801.13,0.02725,1212.31
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2015,4493170,1722444,0.554,,310,0.027750299,1.099E+12,6.31495E+12,638046.7949,0.174031322,3666275.633,140078.1158,497968.679,0.04986767,353477.9243,1.00259E+12,5.68544E+12,582075.4432,0.176343706,3300800.78,126924.1427,455151.3005,0.050898994,322469.7955,3895487061,30255439453,2261.6,0.12875,17565.42,430.77,1830.84,0.02967,1252.93
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2016,4537686,1742733,0.554,,310,0.02803029,1.15121E+12,6.38E+12,660574.8266,0.180439743,3660916.458,159787.0615,500787.7651,0.052445835,365958.4539,1.08152E+12,5.9141E+12,620586.3692,0.182870905,3393576.301,139405.0684,481181.3008,0.053530133,343804.8485,4080535156,30569744141,2341.46,0.13348,17541.27,491.38,1850.08,0.0315,1297.17
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2017,4596023,1769987,0.553,,310,0.028873893,1.20332E+12,6.48496E+12,679849.0202,0.185556259,3663843.108,174049.8554,505799.1648,0.054069755,375956.5082,1.20332E+12,6.48496E+12,679849.0202,0.185556259,3663843.108,174049.8554,505799.1648,0.054069755,375956.5082,4265272461,31075312500,2409.78,0.13726,17556.8,535.24,1874.54,0.03248,1332.61
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2018,4666368,1802550,0.553,,330,0.030107972,1.24892E+12,6.5899E+12,692864.5538,0.189520677,3655878.429,154984.5699,537879.9839,0.05460777,383154.0983,1.23363E+12,6.72211E+12,684382.9882,0.183519071,3729219.987,177265.9039,507117.0843,0.051925052,378463.7925,4426902344,31578310547,2455.91,0.14019,17518.69,476.61,1979.3,0.03256,1358.12
Central African Republic,CAF,CFA Franc BEAC,Africa,Sub-Saharan Africa,2019,4745185,1844328,0.553,,,0.031095764,1.28602E+12,6.65694E+12,697283.736,0.193184742,3609414.128,137787.6626,559496.0734,0.055257816,385597.906,1.3009E+12,7.08769E+12,705352.872,0.183543862,3842966.282,163331.3448,542021.5272,0.050948342,390060.1382,4558394043,31898416016,2471.57,0.1429,17295.41,423.72,2047.85,0.03278,1366.78
Canada,CAN,Canadian Dollar,Americas,Northern America,1950,13769420.17,6123065,0.719507297,,,0.041024548,2.36112E+11,7.76227E+11,38561.03202,0.30417872,126770.9722,6680.761791,31880.27023,0.044295363,27744.94391,20025747943,54400758429,3270.542841,0.368115234,8884.56259,797.621001,2472.92184,0.062229089,2353.179438,1.98131E+11,7.41701E+11,32358.08,0.26713,121132.22,5791.67,26566.42,0.0339,23281.88
Canada,CAN,Canadian Dollar,Americas,Northern America,1951,14083159.08,6280705,0.719507297,,,0.041700872,2.46431E+11,8.10817E+11,39236.19347,0.303929302,129096.4483,6763.721595,32472.47188,0.04354908,28230.7275,23322523483,66292739736,3713.360773,0.351811127,10554.98388,933.0879696,2780.272804,0.056979582,2671.790172,2.0679E+11,7.77443E+11,32924.64,0.26599,123782.68,5863.59,27061.05,0.03291,23689.52
Canada,CAN,Canadian Dollar,Americas,Northern America,1952,14530211.32,6330486,0.719507297,,,0.042425845,2.67072E+11,8.45304E+11,42188.26234,0.315948053,133529.1102,6799.672563,35388.58978,0.046195279,30354.76259,26352104726,72264551526,4162.730235,0.364661569,11415.32476,977.4514921,3185.278742,0.059859064,2995.114778,2.24111E+11,8.11697E+11,35401.84,0.2761,128220.3,5894.75,29507.08,0.03502,25471.88
Canada,CAN,Canadian Dollar,Americas,Northern America,1953,14921131.67,6363674,0.719507297,,,0.042991019,2.80228E+11,8.88215E+11,44035.5179,0.315495331,139575.8147,7786.77801,36248.73989,0.04550312,31683.87644,27620741505,74679905554,4340.37678,0.369855067,11735.3449,1099.262546,3241.114234,0.060750629,3122.932764,2.3515E+11,8.54122E+11,36951.94,0.27531,134218.43,6750.49,30201.45,0.03423,26587.19
Canada,CAN,Canadian Dollar,Americas,Northern America,1954,15366179.24,6313892,0.719507297,,,0.043814369,2.77083E+11,9.22297E+11,43884.67879,0.300427358,146074.1762,6827.473122,37057.20567,0.040453313,31575.3466,27754338654,77499877573,4395.757332,0.358121064,12274.50091,971.6052436,3424.152088,0.056635977,3162.779475,2.32511E+11,8.84597E+11,36825.37,0.26284,140103.34,5918.85,30906.51,0.02991,26496.12
Canada,CAN,Canadian Dollar,Americas,Northern America,1955,15773137.94,6388564,0.719507297,,,0.042880675,3.02682E+11,9.6967E+11,47378.75865,0.312149829,151782.1069,8151.465152,39227.2935,0.044675074,34089.36256,30608247895,82315969096,4791.100105,0.371838517,12884.89461,1172.15899,3618.941116,0.061417315,3447.231485,2.53993E+11,9.28226E+11,39757.39,0.27363,145294.88,7066.65,32690.74,0.03387,28605.73
Canada,CAN,Canadian Dollar,Americas,Northern America,1956,16161051.75,6662360,0.719507297,,,0.043085693,3.30708E+11,1.03349E+12,49638.3216,0.319991098,155124.0701,9780.001775,39858.31982,0.046669476,35715.13459,34434147625,92874078158,5168.461191,0.370761663,13940.11764,1495.939185,3672.522006,0.060910248,3718.74554,2.7751E+11,9.90494E+11,41653.48,0.28017,148670.2,8478.45,33175.02,0.0355,29969.98
Canada,CAN,Canadian Dollar,Americas,Northern America,1957,16716359.34,6745328,0.719507297,,,0.044118251,3.39116E+11,1.0932E+12,50274.22896,0.310206049,162067.2101,9343.338159,40930.8908,0.042892282,36172.67457,36062547013,99423404272,5346.299651,0.36271688,14739.59428,1453.750847,3892.548804,0.057621187,3846.70161,2.84566E+11,1.04654E+12,42187.09,0.27191,155150.57,8099.9,34087.19,0.03215,30353.92
Canada,CAN,Canadian Dollar,Americas,Northern America,1958,17160404.09,6546204,0.719507297,,,0.044401268,3.44721E+11,1.14801E+12,52659.74232,0.300276708,175370.7197,9033.372281,43626.37004,0.039824157,37889.06884,37332235866,1.02651E+11,5702.882976,0.363681038,15681.00172,1393.431559,4309.451418,0.057608609,4103.265914,2.89269E+11,1.09417E+12,44188.87,0.26437,167145.97,7831.19,36357.69,0.02975,31794.22
Canada,CAN,Canadian Dollar,Americas,Northern America,1959,17563352.51,6654062,0.719507297,,,0.043961428,3.58735E+11,1.20743E+12,53912.10533,0.297106011,181457.4708,9573.793391,44338.31194,0.03937464,38790.15316,39610735752,1.09336E+11,5952.865203,0.362283506,16431.5104,1504.511934,4448.353269,0.057656452,4283.12995,3.01028E+11,1.14758E+12,45239.78,0.26232,172463.48,8299.69,36940.09,0.02962,32550.35
Canada,CAN,Canadian Dollar,Americas,Northern America,1960,17951266.32,6629172,0.719507297,76318658287,192895.201,0.043295062,3.69945E+11,1.26236E+12,55805.60657,0.293058503,190424.7994,9518.874853,46286.73172,0.038905709,40152.54113,41228618446,1.13792E+11,6219.271334,0.362316631,17165.29357,1483.230911,4736.040423,0.058332109,4474.811105,3.10435E+11,1.19807E+12,46828.69,0.25911,180726.97,8252.08,38576.61,0.02938,33693.58
Canada,CAN,Canadian Dollar,Americas,Northern America,1961,18313118.4,6645766,0.719507297,78889631516,194182.318,0.042876923,3.80415E+11,1.31679E+12,57241.72284,0.288895478,198139.9057,9514.962819,47726.76002,0.03815615,41185.83726,42728983952,1.13967E+11,6429.504945,0.374925243,17148.76515,1418.348101,5011.156844,0.062286872,4626.075722,3.19221E+11,1.24669E+12,48033.79,0.25606,187591.61,8248.68,39785.11,0.02894,34560.67
Canada,CAN,Canadian Dollar,Americas,Northern America,1962,18657930.26,6811703,0.719507297,83056898193,207185.5,0.042340807,4.0659E+11,1.37668E+12,59689.97947,0.295341155,202105.1872,10155.7797,49534.19977,0.040500232,42947.37577,46352247507,1.21843E+11,6804.795528,0.380426473,17887.28181,1541.270153,5263.525375,0.064366043,4896.100035,3.41186E+11,1.30254E+12,50088.22,0.26194,191221.34,8804.22,41284,0.03113,36038.84
Canada,CAN,Canadian Dollar,Americas,Northern America,1963,19008755.21,6961045,0.719507297,89229379343,211109.19,0.042360513,4.27531E+11,1.43765E+12,61417.60496,0.297381729,206527.8362,10348.61655,51068.98842,0.041052892,44190.41492,49751607258,1.312E+11,7147.146552,0.379205241,18847.69984,1613.550266,5533.596286,0.06400379,5142.424095,3.58758E+11,1.36015E+12,51537.94,0.26376,195394.91,8971.39,42566.55,0.03162,37081.92
Canada,CAN,Canadian Dollar,Americas,Northern America,1964,19370609.17,7201654,0.713985194,94985866458,237801.283,0.042229898,4.55451E+11,1.50528E+12,63242.56287,0.302568725,209018.8367,11023.3898,52219.17307,0.044309238,45154.25354,54501711946,1.43836E+11,7567.943234,0.378916154,19972.60646,1787.36524,5780.577993,0.066145733,5403.39942,3.82187E+11,1.42617E+12,53069.33,0.26798,198033.85,9556.37,43512.97,0.03442,37890.72
Canada,CAN,Canadian Dollar,Americas,Northern America,1965,19724440.67,7508637,0.71911531,1.01658E+11,252153.921,0.042141012,4.85116E+11,1.58703E+12,64607.79285,0.305675188,211360.9325,12305.58426,52302.20859,0.043718469,46460.45298,60083608770,1.60406E+11,8001.932862,0.374573052,21362.8098,2089.694109,5912.238753,0.063070824,5754.31243,4.0708E+11,1.50854E+12,54214.95,0.26985,200907.64,10667.92,43547.03,0.03366,38986.8
Canada,CAN,Canadian Dollar,Americas,Northern America,1966,20095314.26,7765839,0.727410882,1.05956E+11,259319.239,0.042085071,5.18272E+11,1.67449E+12,66737.40131,0.309510473,215622.433,13058.35145,53679.04986,0.042284116,48545.51192,67229694185,1.80685E+11,8657.106247,0.372081312,23266.70535,2321.223043,6335.883204,0.059340245,6297.273287,4.34902E+11,1.59938E+12,56001.99,0.27192,205950.68,11320.51,44681.48,0.03204,40736.46
Canada,CAN,Canadian Dollar,Americas,Northern America,1967,20460172.88,7906885,0.750263852,1.13703E+11,281896.958,0.042574183,5.32232E+11,1.74921E+12,67312.48245,0.304270736,221225.6208,12020.82137,55291.66108,0.033413218,50502.12236,72235091213,1.96285E+11,9135.720308,0.368010894,24824.59204,2192.91795,6942.802358,0.04933144,6854.200708,4.46617E+11,1.67453E+12,56484.57,0.26671,211780.82,10421.06,46063.51,0.02403,42378.33
Canada,CAN,Canadian Dollar,Americas,Northern America,1968,20777922.08,7915183,0.748288199,1.21998E+11,303539.592,0.043037532,5.60152E+11,1.82845E+12,70769.36528,0.30635444,231004.8627,12479.80793,58289.55735,0.034075496,52955.88089,78825601176,2.07947E+11,9958.78494,0.379065373,26271.94585,2302.91092,7655.874019,0.052377696,7452.041247,4.70046E+11,1.75094E+12,59385.37,0.26845,221212.54,10818.96,48566.41,0.02454,44437.37
Canada,CAN,Canadian Dollar,Americas,Northern America,1969,21077626.38,8164087,0.761939403,1.28386E+11,307400.943,0.042993735,5.89818E+11,1.91733E+12,72245.41081,0.307623906,234849.7932,13245.4162,58999.99461,0.030239396,55046.62518,86710359137,2.27918E+11,10620.94953,0.380444796,27917.1897,2542.833348,8078.116184,0.04757518,8092.519944,4.94939E+11,1.83741E+12,60623.98,0.26937,225060.64,11482.68,49141.3,0.02113,46191.8
Canada,CAN,Canadian Dollar,Americas,Northern America,1970,21374326,8155790,0.768659234,1.38428E+11,341485.708,0.043299733,6.05523E+11,1.99292E+12,74244.56213,0.303837558,244356.1045,12414.87467,61829.68746,0.026990281,57068.76826,93236000000,2.48858E+11,11431.878,0.374655509,30513.03853,2499.819046,8932.05895,0.04337336,8787.218584,5.08118E+11,1.90936E+12,62301.55,0.26612,234111.45,10762.67,51538.88,0.01826,47888.66
Canada,CAN,Canadian Dollar,Americas,Northern America,1971,21723460,8326539,0.770101488,1.39817E+11,352607.719,0.042515518,6.29564E+11,2.07695E+12,75609.31201,0.303119674,249437.1647,13194.93547,62414.37654,0.027171244,58226.84366,1.01768E+11,2.77365E+11,12222.12488,0.366910004,33310.96113,2789.994725,9432.13016,0.041836546,9412.276556,5.28292E+11,1.9889E+12,63446.76,0.26562,238862.9,11438.92,52007.85,0.01855,48860.45
Canada,CAN,Canadian Dollar,Americas,Northern America,1972,22072194,8638175,0.770907223,1.51491E+11,381136.979,0.041859092,6.64251E+11,2.16332E+12,76897.12407,0.307052055,250436.7671,13480.7694,63416.35467,0.028484316,59280.54839,1.13624E+11,3.08806E+11,13153.70433,0.367946114,35748.99643,3007.000896,10146.70343,0.042434705,10140.28568,5.57399E+11,2.07129E+12,64527.42,0.26911,239783.29,11686.71,52840.71,0.01979,49744.65
Canada,CAN,Canadian Dollar,Americas,Northern America,1973,22415322,9093350,0.762547314,1.58804E+11,381621.023,0.040359814,7.09657E+11,2.2563E+12,78041.34519,0.31452317,248125.9016,14399.47486,63641.87034,0.034324557,59510.21817,1.3308E+11,3.64817E+11,14634.86988,0.364785663,40119.09283,3525.433262,11109.43661,0.046259521,11159.78072,5.95502E+11,2.1632E+12,65487.58,0.27529,237887.57,12483.15,53004.43,0.02501,49937.38
Canada,CAN,Canadian Dollar,Americas,Northern America,1974,22745903,9562041,0.748153389,1.61268E+11,389970.782,0.039704391,7.32936E+11,2.35197E+12,76650.62131,0.311626041,245969.8841,15204.19582,61446.4255,0.038777571,57346.42206,1.58306E+11,4.53568E+11,16555.67,0.349023855,47434.20762,4255.576691,12300.09331,0.048196084,12386.18061,6.15036E+11,2.25927E+12,64320.56,0.27223,236274.71,13180.78,51139.78,0.02886,48121.65
Canada,CAN,Canadian Dollar,Americas,Northern America,1975,23059265,9654721,0.731786609,1.65344E+11,397143.434,0.040609267,7.43646E+11,2.45078E+12,77024.10761,0.303432917,253842.2936,15029.31929,61994.78832,0.040775505,56365.21049,1.78045E+11,5.24867E+11,18441.2367,0.33921914,54363.78581,4563.881112,13877.35558,0.050373849,13495.05006,6.24023E+11,2.35759E+12,64633.97,0.26469,244189.96,13029.18,51604.8,0.03038,47298.28
Canada,CAN,Canadian Dollar,Americas,Northern America,1976,23354586,9784327,0.727186501,1.70341E+11,399317.965,0.040864658,7.87363E+11,2.55707E+12,80471.81763,0.307915627,261343.7269,15819.81877,64651.99886,0.043138882,58518.01949,2.06007E+11,5.86226E+11,21054.79604,0.351412144,59914.82202,5246.247631,15808.54841,0.055005319,15310.76346,6.60707E+11,2.46296E+12,67527.08,0.26826,251725.27,13714.47,53812.61,0.03232,49104.78
Canada,CAN,Canadian Dollar,Americas,Northern America,1977,23634387,9997225,0.723387957,1.75638E+11,408151.768,0.041435706,8.14433E+11,2.66467E+12,81465.9326,0.305641241,266541.0343,15537.85868,65928.07392,0.043108342,58931.47451,2.27579E+11,6.43892E+11,22764.21751,0.353442735,64407.08856,5485.922449,17278.29506,0.056330811,16467.36079,6.83423E+11,2.56806E+12,68361.28,0.26612,256877.29,13470.04,54891.25,0.03218,49451.73
Canada,CAN,Canadian Dollar,Americas,Northern America,1978,23901717,10294617,0.707869649,1.80739E+11,415896.472,0.04190834,8.44433E+11,2.77088E+12,82026.65779,0.30475253,269158.2503,15153.04782,66873.60997,0.047119124,58064.18146,2.52044E+11,7.18802E+11,24483.08736,0.350644331,69823.13757,5710.945994,18772.14137,0.060525512,17330.83446,7.08597E+11,2.67161E+12,68831.81,0.26523,259515.44,13136.44,55695.37,0.03557,48723.95
Canada,CAN,Canadian Dollar,Americas,Northern America,1979,24161124,10760995,0.683542669,1.8996E+11,442067.851,0.042395643,8.75771E+11,2.88287E+12,81383.85781,0.303784822,267899.6842,16492.93433,64890.92348,0.053739291,55629.33936,2.87573E+11,8.16528E+11,26723.64427,0.352189992,75878.48848,6674.847502,20048.79677,0.069057462,18266.75113,7.34894E+11,2.78232E+12,68292.41,0.26413,258556.25,14298.01,53994.4,0.04119,46680.78
Canada,CAN,Canadian Dollar,Americas,Northern America,1980,24416886,11080690,0.670414984,1.91156E+11,443233.957,0.042826669,8.94649E+11,2.99901E+12,80739.45281,0.298314316,270652.2906,15481.40556,65258.04725,0.055493259,54128.93898,3.22747E+11,9.31259E+11,29126.97574,0.346570793,84043.36529,6889.642915,22237.33283,0.071397871,19527.16098,7.50735E+11,2.89837E+12,67751.67,0.25902,261569.15,13421.1,54330.57,0.04254,45421.73
Canada,CAN,Canadian Dollar,Americas,Northern America,1981,24668167,11382224,0.692736089,1.86374E+11,430003.421,0.044159344,9.2573E+11,3.13292E+12,81331.2181,0.295484314,275247.1591,16373.23035,64957.98775,0.046632322,56341.06996,3.68358E+11,1.05784E+12,32362.56792,0.34821684,92937.97475,8186.449267,24176.11866,0.062835124,22418.71874,7.76817E+11,3.02928E+12,68248.24,0.25644,266141.37,14194.23,54054,0.03463,47278.02
Canada,CAN,Canadian Dollar,Americas,Northern America,1982,24916542,10984604,0.707360446,1.7874E+11,414811.04,0.045097633,8.96225E+11,3.23621E+12,81589.16888,0.276936641,294613.1235,13207.97572,68381.19315,0.035944982,57712.95092,3.88181E+11,1.15936E+12,35338.64345,0.334824685,105543.722,7040.854712,28297.78874,0.052885314,24997.15861,7.52058E+11,3.12485E+12,68464.7,0.24067,284475.39,11450.22,57014.47,0.02533,48429.22
Canada,CAN,Canadian Dollar,Americas,Northern America,1983,25171436,11076824,0.677225232,1.78126E+11,408687.15,0.045144771,9.19539E+11,3.3364E+12,83014.63435,0.275608164,301205.281,14241.32953,68773.30483,0.04381459,56219.60502,4.21316E+11,1.21565E+12,38035.81179,0.346577136,109747.0312,7691.37422,30344.43757,0.066721584,25758.81147,7.71621E+11,3.2144E+12,69660.86,0.24005,290191.5,12346.05,57314.81,0.03234,47176.09
Canada,CAN,Canadian Dollar,Americas,Northern America,1984,25444884,11369482,0.661423683,1.87497E+11,425595.687,0.044797593,9.73869E+11,3.43565E+12,85656.41502,0.283459956,302181.7128,15487.68917,70168.72586,0.051175235,56655.18151,4.61986E+11,1.29455E+12,40633.86515,0.356870592,113861.6239,8517.010683,32116.85446,0.076030338,26876.20075,8.17212E+11,3.30444E+12,71877.68,0.24731,290640.97,13426.54,58451.14,0.03893,47541.6
Canada,CAN,Canadian Dollar,Americas,Northern America,1985,25744810,11795504,0.658374548,1.92265E+11,422079.034,0.044650263,1.02001E+12,3.54858E+12,86474.06075,0.287440695,300841.3986,16226.40524,70247.65551,0.053546795,56932.32066,5.00027E+11,1.37425E+12,42391.32268,0.363854047,116506.3933,9128.393624,33262.92906,0.07965154,27909.36791,8.55927E+11,3.40936E+12,72563.8,0.25105,289039.21,14066.95,58496.85,0.04112,47774.16
Canada,CAN,Canadian Dollar,Americas,Northern America,1986,26075498,12168763,0.679513037,1.96137E+11,405053.153,0.043928995,1.04188E+12,3.66489E+12,85619.54326,0.284287938,301171.9173,16141.42853,69478.11473,0.047181582,58179.59588,5.2663E+11,1.47464E+12,43277.20024,0.357124038,121182.5461,9382.629811,33894.57043,0.070524603,29407.42178,8.74286E+11,3.51889E+12,71846.74,0.24845,289174.21,13993.28,57853.46,0.0357,48820.8
Canada,CAN,Canadian Dollar,Americas,Northern America,1987,26432893,12543772,0.673338592,2.02772E+11,431349.21,0.042551575,1.08432E+12,3.79878E+12,86442.85454,0.285438515,302842.2938,16954.88017,69487.97437,0.050690172,58205.30997,5.74336E+11,1.61266E+12,45786.54744,0.356142651,128562.3818,10154.44179,35632.10565,0.073786485,30829.84939,9.09895E+11,3.64719E+12,72537.62,0.24948,290756.98,14698.48,57839.14,0.03894,48842.38
Canada,CAN,Canadian Dollar,Americas,Northern America,1988,26806125,12978824,0.681399405,2.11373E+11,456053.789,0.04163823,1.13214E+12,3.94739E+12,87229.71615,0.286806838,304140.9914,18227.63286,69002.08328,0.049738599,59438.27668,6.26894E+11,1.7644E+12,48301.29574,0.355301849,135944.3973,11353.72541,36947.57033,0.07156115,32912.47418,9.50023E+11,3.79449E+12,73197.9,0.25037,292359.72,15801.85,57396.06,0.03813,49877.01
Canada,CAN,Canadian Dollar,Americas,Northern America,1989,27179502,13236956,0.693052709,2.16438E+11,463274.112,0.041340367,1.15837E+12,4.10443E+12,87510.34478,0.28222469,310073.3135,18787.61559,68722.72919,0.045287737,60649.28152,6.71579E+11,1.91702E+12,50735.15528,0.350325214,144823.0194,11978.58513,38756.57015,0.066191009,35162.13682,9.72035E+11,3.949E+12,73433.39,0.24615,298331.4,16287.31,57146.08,0.03421,50893.21
